layer_id	layer_name	comp_time	comm_size
0	attention	1079504	0
0	moe	767259	508559360
1	attention	1079504	0
1	moe	767259	508559360
2	attention	1079504	0
2	moe	767259	508559360
3	attention	518328	0
3	moe	767259	508559360
4	attention	1079504	0
4	moe	767259	508559360
5	attention	1079504	0
5	moe	767259	508559360
6	attention	1079504	0
6	moe	767259	508559360
7	attention	518328	0
7	moe	767259	508559360
8	attention	1079504	0
8	moe	767259	508559360
9	attention	1079504	0
9	moe	767259	508559360
10	attention	1079504	0
10	moe	767259	508559360
11	attention	518328	0
11	moe	767259	508559360
12	attention	1079504	0
12	moe	767259	508559360
13	attention	1079504	0
13	moe	767259	508559360
14	attention	1079504	0
14	moe	767259	508559360
15	attention	518328	0
15	moe	767259	508559360
16	attention	1079504	0
16	moe	767259	508559360
17	attention	1079504	0
17	moe	767259	508559360
18	attention	1079504	0
18	moe	767259	508559360
19	attention	518328	0
19	moe	767259	508559360
20	attention	1079504	0
20	moe	767259	508559360
21	attention	1079504	0
21	moe	767259	508559360
22	attention	1079504	0
22	moe	767259	508559360
23	attention	518328	0
23	moe	767259	508559360
24	attention	1079504	0
24	moe	767259	508559360
25	attention	1079504	0
25	moe	767259	508559360
26	attention	1079504	0
26	moe	767259	508559360
27	attention	518328	0
27	moe	767259	508559360
28	attention	1079504	0
28	moe	767259	508559360
29	attention	1079504	0
29	moe	767259	508559360
30	attention	1079504	0
30	moe	767259	508559360
31	attention	518328	0
31	moe	767259	508559360
32	attention	1079504	0
32	moe	767259	508559360
33	attention	1079504	0
33	moe	767259	508559360
34	attention	1079504	0
34	moe	767259	508559360
35	attention	518328	0
35	moe	767259	508559360
36	attention	1079504	0
36	moe	767259	508559360
37	attention	1079504	0
37	moe	767259	508559360
38	attention	1079504	0
38	moe	767259	508559360
39	attention	518328	0
39	moe	767259	508559360
40	attention	1079504	0
40	moe	767259	508559360
41	attention	1079504	0
41	moe	767259	508559360
42	attention	1079504	0
42	moe	767259	508559360
43	attention	518328	0
43	moe	767259	508559360
44	attention	1079504	0
44	moe	767259	508559360
45	attention	1079504	0
45	moe	767259	508559360
46	attention	1079504	0
46	moe	767259	508559360
47	attention	518328	0
47	moe	767259	508559360
